10 χώρες καταγωγής με το μεγαλύτερο μερίδιο στις αφίξεις τουριστών στην Ελλάδα για την τετραετία 2011-2015
Γερμανία,Λοιπά Κράτη Ευρώπης,Ην. Βασίλειο,Γαλλία,Ρωσία,Ιταλία,Βουλγαρία,Σερβία - Μαυροβούνιο,Τουρκία,Ολλανδία
9076042,7902849,7614749,4742139,4216789,3868332,3511757,3076935,2962267,2277412
